,年月日,平均気温(℃)
5062,2016/11/10,7.6
5063,2016/11/11,9.2
5064,2016/11/12,12.3
5065,2016/11/13,12.0
5066,2016/11/14,13.7
5067,2016/11/15,14.6
5068,2016/11/16,10.3
5069,2016/11/17,10.1
5070,2016/11/18,8.0
5071,2016/11/19,8.7
5072,2016/11/20,11.7
5073,2016/11/21,11.5
5074,2016/11/22,13.3
5075,2016/11/23,9.9
5076,2016/11/24,1.7
5077,2016/11/25,2.5
5078,2016/11/26,6.5
5079,2016/11/27,9.8
5080,2016/11/28,9.4
5081,2016/11/29,7.8
5082,2016/11/30,6.7
5083,2016/12/1,9.1
5084,2016/12/2,10.1
5085,2016/12/3,8.7
5086,2016/12/4,10.1
5087,2016/12/5,10.8
5088,2016/12/6,9.0
5089,2016/12/7,5.1
5090,2016/12/8,5.8
5091,2016/12/9,7.9
5092,2016/12/10,6.4
5093,2016/12/11,3.6
5094,2016/12/12,3.5
5095,2016/12/13,7.7
5096,2016/12/14,7.0
5097,2016/12/15,4.6
5098,2016/12/16,2.4
5099,2016/12/17,4.3
5100,2016/12/18,5.0
5101,2016/12/19,6.7
5102,2016/12/20,7.7
5103,2016/12/21,7.3
5104,2016/12/22,12.9
5105,2016/12/23,12.9
5106,2016/12/24,6.5
5107,2016/12/25,3.0
5108,2016/12/26,4.3
5109,2016/12/27,6.6
5110,2016/12/28,4.1
5111,2016/12/29,0.9
5112,2016/12/30,2.5
5113,2016/12/31,2.7
5114,2017/1/1,4.0
5115,2017/1/2,3.9
5116,2017/1/3,4.8
5117,2017/1/4,5.7
5118,2017/1/5,3.6
5119,2017/1/6,0.7
5120,2017/1/7,0.8
5121,2017/1/8,3.0
5122,2017/1/9,5.6
5123,2017/1/10,6.0
5124,2017/1/11,5.1
5125,2017/1/12,3.0
5126,2017/1/13,2.6
5127,2017/1/14,-0.3
5128,2017/1/15,-0.5
5129,2017/1/16,0.6
5130,2017/1/17,2.6
5131,2017/1/18,2.2
5132,2017/1/19,2.9
5133,2017/1/20,0.8
5134,2017/1/21,4.0
5135,2017/1/22,3.7
5136,2017/1/23,2.8
5137,2017/1/24,1.3
5138,2017/1/25,1.4
5139,2017/1/26,1.5
5140,2017/1/27,4.7
5141,2017/1/28,4.8
5142,2017/1/29,6.5
5143,2017/1/30,9.3
5144,2017/1/31,4.4
5145,2017/2/1,4.5
5146,2017/2/2,3.0
5147,2017/2/3,5.9
5148,2017/2/4,4.4
5149,2017/2/5,5.1
5150,2017/2/6,8.0
5151,2017/2/7,3.9
5152,2017/2/8,3.9
5153,2017/2/9,1.8
5154,2017/2/10,3.4
5155,2017/2/11,2.5
5156,2017/2/12,3.9
5157,2017/2/13,3.0
5158,2017/2/14,2.7
5159,2017/2/15,3.5
5160,2017/2/16,4.5
5161,2017/2/17,10.6
5162,2017/2/18,6.5
5163,2017/2/19,4.2
5164,2017/2/20,7.9
5165,2017/2/21,4.0
5166,2017/2/22,4.5
5167,2017/2/23,8.7
5168,2017/2/24,7.0
5169,2017/2/25,6.5
5170,2017/2/26,7.6
5171,2017/2/27,4.8
5172,2017/2/28,3.9
5173,2017/3/1,4.8
5174,2017/3/2,6.9
5175,2017/3/3,7.6
5176,2017/3/4,6.1
5177,2017/3/5,7.3
5178,2017/3/6,7.7
5179,2017/3/7,3.6
5180,2017/3/8,3.6
5181,2017/3/9,5.1
5182,2017/3/10,6.2
5183,2017/3/11,4.6
5184,2017/3/12,5.8
5185,2017/3/13,7.4
5186,2017/3/14,7.8
5187,2017/3/15,4.2
5188,2017/3/16,6.2
5189,2017/3/17,6.7
5190,2017/3/18,7.7
5191,2017/3/19,9.2
5192,2017/3/20,10.6
5193,2017/3/21,8.6
5194,2017/3/22,8.6
5195,2017/3/23,7.7
5196,2017/3/24,6.9
5197,2017/3/25,5.3
5198,2017/3/26,6.9
5199,2017/3/27,4.6
5200,2017/3/28,6.9
5201,2017/3/29,7.8
5202,2017/3/30,10.0
5203,2017/3/31,7.7
5204,2017/4/1,6.2
5205,2017/4/2,7.6
5206,2017/4/3,8.8
5207,2017/4/4,8.9
5208,2017/4/5,12.3
5209,2017/4/6,15.3
5210,2017/4/7,16.9
5211,2017/4/8,12.8
5212,2017/4/9,12.7
5213,2017/4/10,8.6
5214,2017/4/11,9.4
5215,2017/4/12,13.8
5216,2017/4/13,11.5
5217,2017/4/14,13.7
5218,2017/4/15,14.9
5219,2017/4/16,17.3
5220,2017/4/17,16.6
5221,2017/4/18,18.7
5222,2017/4/19,16.2
5223,2017/4/20,14.3
5224,2017/4/21,14.8
5225,2017/4/22,13.6
5226,2017/4/23,11.6
5227,2017/4/24,12.4
5228,2017/4/25,14.4
5229,2017/4/26,15.9
5230,2017/4/27,13.5
5231,2017/4/28,13.9
5232,2017/4/29,14.4
5233,2017/4/30,15.9
5234,2017/5/1,14.7
5235,2017/5/2,13.6
5236,2017/5/3,15.5
5237,2017/5/4,17.0
5238,2017/5/5,18.5
5239,2017/5/6,20.1
5240,2017/5/7,18.3
5241,2017/5/8,19.4
5242,2017/5/9,17.4
5243,2017/5/10,15.6
5244,2017/5/11,20.3
5245,2017/5/12,20.3
5246,2017/5/13,17.2
5247,2017/5/14,16.9
5248,2017/5/15,16.2
5249,2017/5/16,18.2
5250,2017/5/17,15.1
5251,2017/5/18,16.5
5252,2017/5/19,18.9
5253,2017/5/20,21.3
5254,2017/5/21,23.2
5255,2017/5/22,22.4
5256,2017/5/23,21.6
5257,2017/5/24,21.7
5258,2017/5/25,19.0
5259,2017/5/26,16.8
5260,2017/5/27,17.6
5261,2017/5/28,20.0
5262,2017/5/29,20.7
5263,2017/5/30,22.7
5264,2017/5/31,22.9
5265,2017/6/1,21.5
5266,2017/6/2,21.6
5267,2017/6/3,19.2
5268,2017/6/4,19.2
5269,2017/6/5,18.2
5270,2017/6/6,18.0
5271,2017/6/7,19.4
5272,2017/6/8,21.0
5273,2017/6/9,21.6
5274,2017/6/10,22.3
5275,2017/6/11,20.0
5276,2017/6/12,18.8
5277,2017/6/13,16.1
5278,2017/6/14,18.3
5279,2017/6/15,20.2
5280,2017/6/16,21.0
5281,2017/6/17,20.0
5282,2017/6/18,19.1
5283,2017/6/19,19.9
5284,2017/6/20,21.8
5285,2017/6/21,22.0
5286,2017/6/22,22.8
5287,2017/6/23,23.0
5288,2017/6/24,23.6
5289,2017/6/25,22.8
5290,2017/6/26,22.5
5291,2017/6/27,21.6
5292,2017/6/28,21.5
5293,2017/6/29,24.1
5294,2017/6/30,23.8
5295,2017/7/1,22.1
5296,2017/7/2,25.7
5297,2017/7/3,27.2
5298,2017/7/4,25.1
5299,2017/7/5,25.1
5300,2017/7/6,24.6
5301,2017/7/7,26.1
5302,2017/7/8,26.9
5303,2017/7/9,27.3
5304,2017/7/10,27.4
5305,2017/7/11,27.5
5306,2017/7/12,28.2
5307,2017/7/13,28.2
5308,2017/7/14,28.3
5309,2017/7/15,27.5
5310,2017/7/16,28.3
5311,2017/7/17,28.1
5312,2017/7/18,25.0
5313,2017/7/19,24.5
5314,2017/7/20,27.5
5315,2017/7/21,28.3
5316,2017/7/22,28.4
5317,2017/7/23,26.8
5318,2017/7/24,27.8
5319,2017/7/25,27.3
5320,2017/7/26,23.5
5321,2017/7/27,22.7
5322,2017/7/28,25.6
5323,2017/7/29,25.9
5324,2017/7/30,25.4
5325,2017/7/31,27.5
5326,2017/8/1,24.4
5327,2017/8/2,22.0
5328,2017/8/3,23.4
5329,2017/8/4,24.2
5330,2017/8/5,26.4
5331,2017/8/6,27.6
5332,2017/8/7,28.5
5333,2017/8/8,27.9
5334,2017/8/9,27.6
5335,2017/8/10,23.6
5336,2017/8/11,22.3
5337,2017/8/12,23.3
5338,2017/8/13,25.3
5339,2017/8/14,23.4
5340,2017/8/15,22.6
5341,2017/8/16,22.0
5342,2017/8/17,24.1
5343,2017/8/18,25.6
5344,2017/8/19,24.1
5345,2017/8/20,24.6
5346,2017/8/21,25.8
5347,2017/8/22,27.3
5348,2017/8/23,28.0
5349,2017/8/24,28.6
5350,2017/8/25,28.4
5351,2017/8/26,26.9
5352,2017/8/27,24.7
5353,2017/8/28,24.8
5354,2017/8/29,27.7
5355,2017/8/30,25.6
5356,2017/8/31,20.6
5357,2017/9/1,20.9
5358,2017/9/2,19.0
5359,2017/9/3,20.9
5360,2017/9/4,20.8
5361,2017/9/5,22.2
5362,2017/9/6,21.2
5363,2017/9/7,21.5
5364,2017/9/8,21.6
5365,2017/9/9,22.2
5366,2017/9/10,23.8
5367,2017/9/11,24.9
5368,2017/9/12,24.1
5369,2017/9/13,24.8
5370,2017/9/14,23.9
5371,2017/9/15,21.7
5372,2017/9/16,19.5
5373,2017/9/17,20.3
5374,2017/9/18,27.1
5375,2017/9/19,23.2
5376,2017/9/20,21.3
5377,2017/9/21,22.7
5378,2017/9/22,21.9
5379,2017/9/23,19.9
5380,2017/9/24,21.1
5381,2017/9/25,22.2
5382,2017/9/26,21.4
5383,2017/9/27,22.4
5384,2017/9/28,18.8
5385,2017/9/29,18.4
5386,2017/9/30,18.6
5387,2017/10/1,18.6
5388,2017/10/2,21.0
5389,2017/10/3,21.6
5390,2017/10/4,17.3
5391,2017/10/5,14.6
5392,2017/10/6,14.8
5393,2017/10/7,19.3
5394,2017/10/8,19.0
5395,2017/10/9,19.7
5396,2017/10/10,21.9
5397,2017/10/11,19.6
5398,2017/10/12,21.1
5399,2017/10/13,14.8
5400,2017/10/14,14.5
5401,2017/10/15,14.5
5402,2017/10/16,12.3
5403,2017/10/17,12.4
5404,2017/10/18,12.6
5405,2017/10/19,11.0
5406,2017/10/20,14.1
5407,2017/10/21,17.0
5408,2017/10/22,17.8
5409,2017/10/23,17.6
5410,2017/10/24,12.8
5411,2017/10/25,11.9
5412,2017/10/26,11.7
5413,2017/10/27,13.3
5414,2017/10/28,13.9
5415,2017/10/29,14.5
5416,2017/10/30,14.7
5417,2017/10/31,10.3
5418,2017/11/1,11.4
5419,2017/11/2,13.7
5420,2017/11/3,15.5
5421,2017/11/4,14.1
5422,2017/11/5,9.2
5423,2017/11/6,10.8
5424,2017/11/7,13.3
5425,2017/11/8,12.5
5426,2017/11/9,11.6
5427,2017/11/10,9.1
5428,2017/11/11,12.7
5429,2017/11/12,9.2
5430,2017/11/13,9.3
5431,2017/11/14,11.4
5432,2017/11/15,10.7
5433,2017/11/16,8.7
5434,2017/11/17,7.4
5435,2017/11/18,7.8
5436,2017/11/19,7.0
5437,2017/11/20,3.0
5438,2017/11/21,4.8
5439,2017/11/22,5.3
5440,2017/11/23,8.9
5441,2017/11/24,7.1
5442,2017/11/25,6.4
5443,2017/11/26,8.8
5444,2017/11/27,9.9
5445,2017/11/28,10.7
5446,2017/11/29,9.6
5447,2017/11/30,8.8
5448,2017/12/1,7.2
5449,2017/12/2,5.4
5450,2017/12/3,6.1
5451,2017/12/4,7.6
5452,2017/12/5,8.0
5453,2017/12/6,4.7
5454,2017/12/7,4.1
5455,2017/12/8,3.5
5456,2017/12/9,3.0
5457,2017/12/10,3.9
5458,2017/12/11,7.5
5459,2017/12/12,4.8
5460,2017/12/13,2.9
5461,2017/12/14,2.7
5462,2017/12/15,2.8
5463,2017/12/16,5.1
5464,2017/12/17,3.8
5465,2017/12/18,0.4
5466,2017/12/19,3.0
5467,2017/12/20,2.1
5468,2017/12/21,2.4
5469,2017/12/22,2.7
5470,2017/12/23,3.7
5471,2017/12/24,4.0
5472,2017/12/25,8.9
5473,2017/12/26,6.2
5474,2017/12/27,2.8
5475,2017/12/28,3.3
5476,2017/12/29,3.3
5477,2017/12/30,3.2
5478,2017/12/31,2.3
5479,2018/1/1,4.7
5480,2018/1/2,3.8
5481,2018/1/3,2.0
5482,2018/1/4,1.8
5483,2018/1/5,1.0
5484,2018/1/6,2.4
5485,2018/1/7,3.8
5486,2018/1/8,3.8
5487,2018/1/9,7.3
5488,2018/1/10,3.8
5489,2018/1/11,2.4
5490,2018/1/12,0.7
5491,2018/1/13,0.0
5492,2018/1/14,0.8
5493,2018/1/15,0.3
5494,2018/1/16,3.9
5495,2018/1/17,5.8
5496,2018/1/18,6.5
5497,2018/1/19,5.6
5498,2018/1/20,4.9
5499,2018/1/21,4.3
5500,2018/1/22,0.7
5501,2018/1/23,2.1
5502,2018/1/24,0.1
5503,2018/1/25,-1.3
5504,2018/1/26,-0.6
5505,2018/1/27,1.2
5506,2018/1/28,-0.5
5507,2018/1/29,2.2
5508,2018/1/30,1.0
5509,2018/1/31,0.7
5510,2018/2/1,2.4
5511,2018/2/2,1.7
5512,2018/2/3,3.3
5513,2018/2/4,3.5
5514,2018/2/5,2.5
5515,2018/2/6,1.0
5516,2018/2/7,1.9
5517,2018/2/8,1.0
5518,2018/2/9,1.3
5519,2018/2/10,5.5
5520,2018/2/11,6.9
5521,2018/2/12,2.7
5522,2018/2/13,1.6
5523,2018/2/14,3.3
5524,2018/2/15,6.1
5525,2018/2/16,3.6
5526,2018/2/17,5.4
5527,2018/2/18,1.1
5528,2018/2/19,3.0
5529,2018/2/20,6.0
5530,2018/2/21,3.9
5531,2018/2/22,1.5
5532,2018/2/23,3.2
5533,2018/2/24,5.1
5534,2018/2/25,3.3
5535,2018/2/26,4.9
5536,2018/2/27,5.0
5537,2018/2/28,7.3
5538,2018/3/1,13.0
5539,2018/3/2,8.0
5540,2018/3/3,7.3
5541,2018/3/4,11.5
5542,2018/3/5,14.2
5543,2018/3/6,6.5
5544,2018/3/7,3.6
5545,2018/3/8,6.4
5546,2018/3/9,12.1
5547,2018/3/10,5.9
5548,2018/3/11,7.2
5549,2018/3/12,7.6
5550,2018/3/13,9.8
5551,2018/3/14,12.6
5552,2018/3/15,14.0
5553,2018/3/16,12.2
5554,2018/3/17,5.1
5555,2018/3/18,9.7
5556,2018/3/19,12.2
5557,2018/3/20,7.4
5558,2018/3/21,4.5
5559,2018/3/22,10.4
5560,2018/3/23,10.4
5561,2018/3/24,10.3
5562,2018/3/25,11.5
5563,2018/3/26,12.5
5564,2018/3/27,13.9
5565,2018/3/28,15.8
5566,2018/3/29,16.4
5567,2018/3/30,12.1
5568,2018/3/31,11.2
5569,2018/4/1,14.8
5570,2018/4/2,15.3
5571,2018/4/3,17.2
5572,2018/4/4,17.8
5573,2018/4/5,12.0
5574,2018/4/6,16.5
5575,2018/4/7,13.6
5576,2018/4/8,10.2
5577,2018/4/9,12.0
5578,2018/4/10,11.5
5579,2018/4/11,16.1
5580,2018/4/12,16.9
5581,2018/4/13,13.2
5582,2018/4/14,13.4
5583,2018/4/15,15.0
5584,2018/4/16,12.4
5585,2018/4/17,12.6
5586,2018/4/18,12.3
5587,2018/4/19,15.0
5588,2018/4/20,16.4
5589,2018/4/21,17.0
5590,2018/4/22,19.5
5591,2018/4/23,15.5
5592,2018/4/24,17.3
5593,2018/4/25,18.1
5594,2018/4/26,16.6
5595,2018/4/27,17.4
5596,2018/4/28,18.1
5597,2018/4/29,19.8
5598,2018/4/30,20.7
5599,2018/5/1,20.7
5600,2018/5/2,19.2
5601,2018/5/3,21.0
5602,2018/5/4,15.5
5603,2018/5/5,16.5
5604,2018/5/6,19.5
5605,2018/5/7,17.2
5606,2018/5/8,12.7
5607,2018/5/9,11.7
5608,2018/5/10,11.0
5609,2018/5/11,14.9
5610,2018/5/12,17.9
5611,2018/5/13,16.9
5612,2018/5/14,19.0
5613,2018/5/15,20.8
5614,2018/5/16,21.7
5615,2018/5/17,23.3
5616,2018/5/18,19.6
5617,2018/5/19,18.6
5618,2018/5/20,15.3
5619,2018/5/21,17.1
5620,2018/5/22,19.2
5621,2018/5/23,17.8
5622,2018/5/24,19.7
5623,2018/5/25,21.0
5624,2018/5/26,19.7
5625,2018/5/27,19.4
5626,2018/5/28,20.6
5627,2018/5/29,22.3
5628,2018/5/30,20.3
5629,2018/5/31,19.4
5630,2018/6/1,19.9
5631,2018/6/2,20.7
5632,2018/6/3,21.1
5633,2018/6/4,21.5
5634,2018/6/5,22.2
5635,2018/6/6,20.3
5636,2018/6/7,22.2
5637,2018/6/8,23.1
5638,2018/6/9,24.5
5639,2018/6/10,19.5
5640,2018/6/11,19.0
5641,2018/6/12,18.6
5642,2018/6/13,20.3
5643,2018/6/14,19.1
5644,2018/6/15,16.2
5645,2018/6/16,15.0
5646,2018/6/17,17.7
5647,2018/6/18,19.6
5648,2018/6/19,21.9
5649,2018/6/20,20.0
5650,2018/6/21,20.8
5651,2018/6/22,22.1
5652,2018/6/23,20.0
5653,2018/6/24,21.0
5654,2018/6/25,24.5
5655,2018/6/26,24.9
5656,2018/6/27,26.7
5657,2018/6/28,26.3
5658,2018/6/29,27.6
5659,2018/6/30,28.2
5660,2018/7/1,27.8
5661,2018/7/2,27.7
5662,2018/7/3,27.2
5663,2018/7/4,27.0
5664,2018/7/5,26.1
5665,2018/7/6,20.5
5666,2018/7/7,24.4
5667,2018/7/8,27.4
5668,2018/7/9,26.8
5669,2018/7/10,28.0
5670,2018/7/11,28.3
5671,2018/7/12,25.9
5672,2018/7/13,28.4
5673,2018/7/14,28.5
5674,2018/7/15,29.4
5675,2018/7/16,29.5
5676,2018/7/17,29.4
5677,2018/7/18,30.0
5678,2018/7/19,29.6
5679,2018/7/20,29.3
5680,2018/7/21,29.7
5681,2018/7/22,30.1
5682,2018/7/23,30.0
5683,2018/7/24,27.7
5684,2018/7/25,26.7
5685,2018/7/26,25.0
5686,2018/7/27,23.8
5687,2018/7/28,24.5
5688,2018/7/29,28.0
5689,2018/7/30,27.1
5690,2018/7/31,27.8
5691,2018/8/1,29.5
5692,2018/8/2,29.3
5693,2018/8/3,28.3
5694,2018/8/4,28.2
5695,2018/8/5,29.8
5696,2018/8/6,26.4
5697,2018/8/7,22.9
5698,2018/8/8,24.3
5699,2018/8/9,26.3
5700,2018/8/10,28.8
5701,2018/8/11,28.1
5702,2018/8/12,26.3
5703,2018/8/13,27.2
5704,2018/8/14,28.4
5705,2018/8/15,29.1
5706,2018/8/16,28.1
5707,2018/8/17,24.4
5708,2018/8/18,20.6
5709,2018/8/19,21.4
5710,2018/8/20,22.7
5711,2018/8/21,27.6
5712,2018/8/22,29.8
5713,2018/8/23,28.9
5714,2018/8/24,28.6
5715,2018/8/25,30.1
5716,2018/8/26,30.4
5717,2018/8/27,27.1
5718,2018/8/28,24.8
5719,2018/8/29,24.8
5720,2018/8/30,27.5
5721,2018/8/31,26.7
5722,2018/9/1,23.6
5723,2018/9/2,21.8
5724,2018/9/3,23.4
5725,2018/9/4,26.5
5726,2018/9/5,27.2
5727,2018/9/6,26.1
5728,2018/9/7,26.8
5729,2018/9/8,27.2
5730,2018/9/9,27.4
5731,2018/9/10,24.2
5732,2018/9/11,20.6
5733,2018/9/12,19.6
5734,2018/9/13,21.8
5735,2018/9/14,21.9
5736,2018/9/15,21.0
5737,2018/9/16,22.8
5738,2018/9/17,23.4
5739,2018/9/18,22.8
5740,2018/9/19,20.6
5741,2018/9/20,18.5
5742,2018/9/21,18.2
5743,2018/9/22,21.5
5744,2018/9/23,23.3
5745,2018/9/24,23.6
5746,2018/9/25,20.4
5747,2018/9/26,17.8
5748,2018/9/27,15.7
5749,2018/9/28,17.6
5750,2018/9/29,18.2
5751,2018/9/30,20.6
5752,2018/10/1,25.7
5753,2018/10/2,20.4
5754,2018/10/3,19.8
5755,2018/10/4,19.7
5756,2018/10/5,19.4
5757,2018/10/6,23.4
5758,2018/10/7,27.0
5759,2018/10/8,20.9
5760,2018/10/9,20.2
5761,2018/10/10,20.6
5762,2018/10/11,20.3
5763,2018/10/12,18.7
5764,2018/10/13,16.1
5765,2018/10/14,15.6
5766,2018/10/15,16.5
5767,2018/10/16,17.1
5768,2018/10/17,16.8
5769,2018/10/18,15.3
5770,2018/10/19,15.8
5771,2018/10/20,15.8
5772,2018/10/21,14.6
5773,2018/10/22,14.2
5774,2018/10/23,12.9
5775,2018/10/24,16.6
5776,2018/10/25,15.5
5777,2018/10/26,15.7
5778,2018/10/27,17.9
5779,2018/10/28,15.2
5780,2018/10/29,15.4
5781,2018/10/30,15.3
5782,2018/10/31,11.9
5783,2018/11/1,11.1
5784,2018/11/2,10.9
5785,2018/11/3,12.2
5786,2018/11/4,14.0
5787,2018/11/5,17.8
5788,2018/11/6,17.3
5789,2018/11/7,15.7
5790,2018/11/8,15.7
5791,2018/11/9,15.1
5792,2018/11/10,17.1
5793,2018/11/11,14.1
5794,2018/11/12,14.8
5795,2018/11/13,14.4
5796,2018/11/14,12.7
5797,2018/11/15,9.4
5798,2018/11/16,10.5
5799,2018/11/17,13.0
5800,2018/11/18,12.6
5801,2018/11/19,12.5
5802,2018/11/20,8.9
5803,2018/11/21,8.8
5804,2018/11/22,9.2
5805,2018/11/23,7.9
5806,2018/11/24,8.2
5807,2018/11/25,8.5
5808,2018/11/26,10.2
5809,2018/11/27,11.3
5810,2018/11/28,11.1
5811,2018/11/29,10.8
5812,2018/11/30,9.9
5813,2018/12/1,9.4
5814,2018/12/2,9.0
5815,2018/12/3,11.4
5816,2018/12/4,15.2
5817,2018/12/5,14.2
5818,2018/12/6,9.3
5819,2018/12/7,9.2
5820,2018/12/8,7.0
5821,2018/12/9,4.0
5822,2018/12/10,2.0
5823,2018/12/11,3.2
5824,2018/12/12,5.8
5825,2018/12/13,5.4
5826,2018/12/14,4.7
5827,2018/12/15,2.4
5828,2018/12/16,0.3
5829,2018/12/17,5.1
5830,2018/12/18,5.7
5831,2018/12/19,5.0
5832,2018/12/20,5.7
5833,2018/12/21,5.7
5834,2018/12/22,8.4
5835,2018/12/23,9.2
5836,2018/12/24,5.1
5837,2018/12/25,2.4
5838,2018/12/26,4.7
5839,2018/12/27,5.9
5840,2018/12/28,2.6
5841,2018/12/29,2.8
5842,2018/12/30,1.8
5843,2018/12/31,0.6
5844,2019/1/1,2.2
5845,2019/1/2,3.2
5846,2019/1/3,1.4
5847,2019/1/4,1.4
5848,2019/1/5,4.4
5849,2019/1/6,1.3
5850,2019/1/7,2.4
5851,2019/1/8,1.9
5852,2019/1/9,1.7
5853,2019/1/10,-1.0
5854,2019/1/11,3.5
5855,2019/1/12,3.0
5856,2019/1/13,4.9
5857,2019/1/14,3.2
5858,2019/1/15,1.7
5859,2019/1/16,4.9
5860,2019/1/17,5.0
5861,2019/1/18,5.0
5862,2019/1/19,5.4
5863,2019/1/20,4.6
5864,2019/1/21,4.1
5865,2019/1/22,2.0
5866,2019/1/23,3.1
5867,2019/1/24,3.8
5868,2019/1/25,2.4
5869,2019/1/26,2.8
5870,2019/1/27,2.2
5871,2019/1/28,2.7
5872,2019/1/29,3.7
5873,2019/1/30,2.2
5874,2019/1/31,2.8
5875,2019/2/1,2.6
5876,2019/2/2,5.2
5877,2019/2/3,5.5
5878,2019/2/4,9.8
5879,2019/2/5,5.5
5880,2019/2/6,5.1
5881,2019/2/7,6.1
5882,2019/2/8,3.8
5883,2019/2/9,0.0
5884,2019/2/10,1.8
5885,2019/2/11,1.6
5886,2019/2/12,4.2
5887,2019/2/13,3.1
5888,2019/2/14,2.5
5889,2019/2/15,0.5
5890,2019/2/16,4.9
5891,2019/2/17,5.3
5892,2019/2/18,4.8
5893,2019/2/19,7.1
5894,2019/2/20,9.5
5895,2019/2/21,8.5
5896,2019/2/22,7.2
5897,2019/2/23,7.1
5898,2019/2/24,5.3
5899,2019/2/25,9.4
5900,2019/2/26,8.8
5901,2019/2/27,6.0
5902,2019/2/28,6.4
5903,2019/3/1,7.7
5904,2019/3/2,7.3
5905,2019/3/3,5.6
5906,2019/3/4,8.1
5907,2019/3/5,8.0
5908,2019/3/6,10.1
5909,2019/3/7,8.3
5910,2019/3/8,5.3
5911,2019/3/9,7.8
5912,2019/3/10,10.8
5913,2019/3/11,11.7
5914,2019/3/12,10.6
5915,2019/3/13,9.8
5916,2019/3/14,6.9
5917,2019/3/15,7.4
5918,2019/3/16,6.5
5919,2019/3/17,6.1
5920,2019/3/18,7.2
5921,2019/3/19,11.2
5922,2019/3/20,12.4
5923,2019/3/21,16.1
5924,2019/3/22,15.1
5925,2019/3/23,5.6
5926,2019/3/24,6.3
5927,2019/3/25,8.1
5928,2019/3/26,10.5
5929,2019/3/27,12.7
5930,2019/3/28,11.4
5931,2019/3/29,6.2
5932,2019/3/30,7.6
5933,2019/3/31,8.8
5934,2019/4/1,7.5
5935,2019/4/2,6.3
5936,2019/4/3,5.5
5937,2019/4/4,8.5
5938,2019/4/5,13.4
5939,2019/4/6,15.6
5940,2019/4/7,14.7
5941,2019/4/8,8.4
5942,2019/4/9,8.2
5943,2019/4/10,5.2
5944,2019/4/11,8.9
5945,2019/4/12,7.5
5946,2019/4/13,10.3
5947,2019/4/14,13.3
5948,2019/4/15,15.3
5949,2019/4/16,13.5
5950,2019/4/17,13.6
5951,2019/4/18,16.4
5952,2019/4/19,16.7
5953,2019/4/20,12.7
5954,2019/4/21,14.7
5955,2019/4/22,17.3
5956,2019/4/23,17.7
5957,2019/4/24,18.5
5958,2019/4/25,20.0
5959,2019/4/26,10.5
5960,2019/4/27,8.2
5961,2019/4/28,10.4
5962,2019/4/29,14.3
5963,2019/4/30,14.7
5964,2019/5/1,17.5
5965,2019/5/2,17.7
5966,2019/5/3,17.7
5967,2019/5/4,17.6
5968,2019/5/5,18.2
5969,2019/5/6,18.6
5970,2019/5/7,12.3
5971,2019/5/8,14.5
5972,2019/5/9,17.4
5973,2019/5/10,18.6
5974,2019/5/11,19.2
5975,2019/5/12,14.6
5976,2019/5/13,15.4
5977,2019/5/14,17.8
5978,2019/5/15,18.0
5979,2019/5/16,18.5
5980,2019/5/17,18.8
5981,2019/5/18,18.8
5982,2019/5/19,19.2
5983,2019/5/20,19.6
5984,2019/5/21,18.8
5985,2019/5/22,17.5
5986,2019/5/23,18.5
5987,2019/5/24,20.9
5988,2019/5/25,22.7
5989,2019/5/26,24.3
5990,2019/5/27,25.3
5991,2019/5/28,23.0
5992,2019/5/29,18.8
5993,2019/5/30,19.9
5994,2019/5/31,21.0
5995,2019/6/1,20.7
5996,2019/6/2,21.4
5997,2019/6/3,21.3
5998,2019/6/4,21.4
5999,2019/6/5,21.6
6000,2019/6/6,23.6
6001,2019/6/7,19.8
6002,2019/6/8,19.1
6003,2019/6/9,16.9
6004,2019/6/10,16.1
6005,2019/6/11,18.0
6006,2019/6/12,17.1
6007,2019/6/13,20.5
6008,2019/6/14,21.0
6009,2019/6/15,17.4
6010,2019/6/16,23.2
6011,2019/6/17,22.5
6012,2019/6/18,22.2
6013,2019/6/19,23.2
6014,2019/6/20,22.0
6015,2019/6/21,23.0
6016,2019/6/22,21.9
6017,2019/6/23,20.2
6018,2019/6/24,18.5
6019,2019/6/25,20.9
6020,2019/6/26,23.6
6021,2019/6/27,25.1
6022,2019/6/28,23.5
6023,2019/6/29,19.4
6024,2019/6/30,20.9
6025,2019/7/1,21.7
6026,2019/7/2,23.2
6027,2019/7/3,23.5
6028,2019/7/4,21.6
6029,2019/7/5,20.7
6030,2019/7/6,21.0
6031,2019/7/7,20.4
6032,2019/7/8,20.0
6033,2019/7/9,18.9
6034,2019/7/10,20.0
6035,2019/7/11,20.1
6036,2019/7/12,19.7
6037,2019/7/13,23.0
6038,2019/7/14,21.3
6039,2019/7/15,21.0
6040,2019/7/16,20.6
6041,2019/7/17,23.1
6042,2019/7/18,24.2
6043,2019/7/19,26.4
6044,2019/7/20,25.9
6045,2019/7/21,22.7
6046,2019/7/22,21.7
6047,2019/7/23,23.8
6048,2019/7/24,26.2
6049,2019/7/25,27.3
6050,2019/7/26,28.7
6051,2019/7/27,28.3
6052,2019/7/28,27.4
6053,2019/7/29,28.4
6054,2019/7/30,28.9
6055,2019/7/31,29.3
6056,2019/8/1,29.9
6057,2019/8/2,30.0
6058,2019/8/3,29.4
6059,2019/8/4,28.5
